aX,aY,aZ,gX,gY,gZ
0.458,-0.668,0.33,39.612,30.029,-9.277
0.387,-0.688,0.286,39.185,52.979,-8.362
0.299,-0.663,0.284,35.767,73.669,-2.991
0.442,-0.591,0.246,33.691,96.069,0.671
0.56,-0.558,0.256,35.461,114.868,1.404
0.647,-0.59,0.23,36.316,118.713,6.165
0.664,-0.614,0.239,34.668,116.76,10.437
0.581,-0.616,0.157,31.616,121.887,9.338
0.675,-0.625,0.125,30.579,132.935,8.179
0.733,-0.59,0.119,27.954,146.973,7.874
0.747,-0.522,0.081,25.085,163.818,6.165
0.684,-0.554,-0.042,23.376,180.237,4.211
0.57,-0.602,-0.167,19.409,195.679,4.028
0.518,-0.583,-0.203,14.16,212.585,2.686
0.532,-0.611,-0.25,10.498,228.516,2.075
0.715,-0.657,-0.245,8.179,230.286,5.493
0.982,-0.7,-0.191,5.798,217.651,9.033
1.157,-0.698,-0.156,2.93,192.322,9.949
1.251,-0.751,-0.131,-0.61,153.564,10.315
1.168,-0.82,-0.099,-4.211,109.863,8.545
0.974,-0.839,-0.052,-8.789,67.871,5.493
0.803,-0.806,-0.023,-12.329,33.63,4.15
0.714,-0.754,-0.04,-15.381,10.01,3.479
0.712,-0.701,-0.066,-18.372,-7.08,4.883
0.728,-0.691,-0.085,-21.851,-24.963,9.277
0.717,-0.726,-0.115,-26.001,-43.823,14.832
0.717,-0.735,-0.165,-30.151,-60.547,18.738
0.775,-0.743,-0.163,-33.081,-76.965,20.63
0.751,-0.745,-0.082,-37.598,-91.797,22.644
0.809,-0.74,0.02,-41.26,-103.088,24.597
0.869,-0.749,0.194,-41.382,-112.366,26.855
0.808,-0.741,0.344,-39.734,-118.347,29.053
0.703,-0.687,0.413,-37.109,-118.164,27.222
0.662,-0.656,0.36,-34.241,-109.07,20.752
0.815,-0.685,0.246,-30.029,-100.342,15.381
0.88,-0.694,0.131,-28.259,-101.624,14.099
0.942,-0.677,0.078,-28.809,-117.249,13.916
0.963,-0.721,0.08,-30.334,-138.794,13.794
0.875,-0.754,0.166,-35.034,-155.884,9.155
0.731,-0.721,0.344,-40.344,-163.818,2.075
0.67,-0.682,0.481,-42.297,-164.001,-3.113
0.67,-0.703,0.623,-38.452,-163.818,-7.202
0.624,-0.772,0.691,-31.616,-168.701,-7.69
0.228,-0.68,0.896,-27.1,-173.218,-5.005
0.04,-0.744,0.942,-18.311,-162.048,-2.93
-0.013,-0.704,0.974,-7.019,-131.836,-7.568
0.066,-0.676,0.969,1.404,-94.788,-9.949
0.309,-0.704,0.776,10.803,-62.5,-7.751
0.566,-0.704,0.713,15.747,-41.809,-4.15
0.347,-0.743,0.669,17.456,-31.86,-2.258
0.291,-0.661,0.692,16.296,-19.348,1.953
0.326,-0.593,0.706,18.433,6.714,-0.854
0.496,-0.57,0.724,22.339,35.706,-6.409
0.607,-0.652,0.665,27.161,58.655,-5.981
0.623,-0.712,0.548,29.297,79.529,-5.31
0.675,-0.718,0.492,32.349,95.764,-6.775
0.746,-0.712,0.476,36.865,99.121,-7.751
0.757,-0.717,0.475,39.734,88.928,-7.141
0.641,-0.691,0.457,40.527,76.355,-6.47
0.547,-0.663,0.418,42.603,67.627,-6.714
0.406,-0.672,0.361,43.884,66.895,-6.897
0.304,-0.665,0.278,44.861,71.96,-6.47
0.41,-0.668,0.209,46.692,77.393,-4.761
0.52,-0.68,0.121,44.8,85.876,-2.502
0.677,-0.605,0.022,40.466,97.595,-2.014
0.84,-0.494,0.077,36.194,109.558,-3.052
0.791,-0.469,0.138,32.41,120.056,-6.165
0.74,-0.527,0.089,29.907,131.775,-7.751
0.742,-0.544,0.017,28.442,148.56,-9.033
0.689,-0.506,0.006,26.184,168.823,-11.047
0.54,-0.568,-0.144,23.01,190.857,-9.46
0.542,-0.617,-0.334,19.592,211.731,-6.165
0.739,-0.623,-0.435,15.808,226.379,-4.578
0.905,-0.661,-0.452,10.986,226.318,-3.418
0.995,-0.752,-0.398,5.92,203.857,0.0
1.043,-0.8,-0.304,0.183,163.94,4.761
1.021,-0.816,-0.199,-4.944,118.958,5.798
0.902,-0.824,-0.094,-9.033,75.562,4.089
0.713,-0.792,-0.079,-13.733,42.419,2.319
0.643,-0.712,-0.103,-17.944,23.804,0.671
0.625,-0.689,-0.17,-20.752,16.602,1.465
0.643,-0.688,-0.228,-23.071,12.573,4.7
0.752,-0.686,-0.248,-26.611,5.066,9.583
0.855,-0.731,-0.217,-29.846,-8.667,14.771
0.871,-0.742,-0.147,-34.058,-27.771,18.433
0.933,-0.719,-0.086,-38.147,-49.927,20.447
1.002,-0.7,-0.008,-40.222,-75.5,22.034
1.003,-0.693,0.107,-41.199,-104.126,22.522
0.898,-0.714,0.206,-41.077,-127.563,21.973
0.811,-0.693,0.2,-38.513,-143.127,20.264
0.849,-0.675,0.198,-34.241,-154.663,17.761
0.756,-0.677,0.192,-31.677,-161.072,14.771
0.749,-0.676,0.148,-30.823,-164.551,10.986
0.771,-0.686,0.101,-31.86,-164.978,6.836
0.764,-0.69,0.074,-34.973,-163.208,2.197
0.771,-0.699,0.097,-40.1,-160.645,-1.099
0.725,-0.733,0.229,-44.25,-158.63,-2.441
0.641,-0.771,0.335,-46.631,-155.029,-3.113
